ROC TRACON FLOW           N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 4                   N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N042.35.29.945 W078.09.30.143 N042.34.10.561 W078.13.08.712
                          N042.29.09.914 W077.37.02.941 N042.27.50.240 W077.33.25.203
                          N042.27.36.951 W077.32.48.930 N042.27.23.658 W077.32.12.660
                          N042.27.10.361 W077.31.36.392 N042.25.50.515 W077.27.58.889
                          N042.25.37.196 W077.27.22.655 N042.25.23.874 W077.26.46.422
                          N042.25.10.547 W077.26.10.197 N042.23.39.033 W077.22.01.751
                          N041.06.48.929 W077.06.04.660 N041.12.41.009 W077.07.40.525
                          N042.39.43.721 W080.22.58.385 N042.41.09.205 W080.15.06.908
                          N043.08.23.106 W077.39.36.176 N043.12.35.349 W077.36.03.550
                          N043.12.35.349 W077.36.03.550 N043.18.27.689 W077.31.05.500
                          N043.12.52.840 W077.36.42.273 N043.12.17.858 W077.35.24.831
                          N043.18.45.206 W077.31.44.260 N043.18.10.168 W077.30.26.744
                          N043.07.19.619 W077.42.01.152 N043.07.13.670 W077.45.15.968
                          N043.07.13.670 W077.45.15.968 N043.06.50.625 W077.57.24.315
                          N043.06.40.409 W077.45.14.061 N043.07.46.930 W077.45.17.878
                          N043.06.22.653 W077.54.38.876 N043.07.29.166 W077.54.42.861
                          N043.05.33.772 W077.41.58.618 N043.02.37.461 W077.44.26.729
                          N043.02.37.461 W077.44.26.729 N042.55.51.410 W077.50.06.620
                          N043.02.54.909 W077.45.05.383 N043.02.20.008 W077.43.48.081
                          N042.56.08.826 W077.50.45.229 N042.55.33.988 W077.49.28.014
                          N043.07.27.044 W077.37.51.362 N043.07.35.801 W077.32.55.188
                          N043.07.35.801 W077.32.55.188 N043.07.52.019 W077.23.21.750
                          N043.07.02.537 W077.32.53.377 N043.08.09.063 W077.32.56.999
                          N043.07.18.754 W077.23.20.025 N043.08.25.284 W077.23.23.474
                          N043.08.04.763 W077.10.15.425 N043.08.01.933 W077.11.46.252
                          N043.08.23.128 W077.10.24.274 N043.07.43.568 W077.11.37.399
                          N043.07.49.470 W077.18.19.754 N043.07.46.534 W077.19.50.589
                          N043.08.11.266 W077.18.32.438 N043.07.24.990 W077.19.37.826
                          N043.06.40.383 W077.45.14.960 N043.07.46.901 W077.45.18.775
                          N043.06.40.438 W077.45.13.164 N043.07.46.956 W077.45.16.979
                          N043.12.53.399 W077.36.41.800 N043.12.18.416 W077.35.24.358
                          N043.12.52.278 W077.36.42.746 N043.12.17.295 W077.35.25.304
                          N043.07.02.512 W077.32.54.276 N043.08.09.037 W077.32.57.898
                          N043.07.02.563 W077.32.52.481 N043.08.09.089 W077.32.56.102
                          N043.02.55.469 W077.45.04.912 N043.02.20.567 W077.43.47.611
                          N043.02.54.348 W077.45.05.853 N043.02.19.446 W077.43.48.552
                          N043.14.04.907 W077.06.53.931 N043.14.00.926 W077.06.54.751
                          N043.14.00.926 W077.06.54.751 N043.13.57.278 W077.06.57.069
                          N043.13.57.278 W077.06.57.069 N043.13.54.255 W077.07.00.701
                          N043.13.54.255 W077.07.00.701 N043.13.52.102 W077.07.05.347
                          N043.13.52.102 W077.07.05.347 N043.13.50.991 W077.07.10.639
                          N043.13.50.991 W077.07.10.639 N043.13.51.017 W077.07.16.142
                          N043.13.51.017 W077.07.16.142 N043.13.52.176 W077.07.21.413
                          N043.13.52.176 W077.07.21.413 N043.13.54.375 W077.07.26.022
                          N043.13.54.375 W077.07.26.022 N043.13.57.431 W077.07.29.600
                          N043.13.57.431 W077.07.29.600 N043.14.01.104 W077.07.31.852
                          N043.14.01.104 W077.07.31.852 N043.14.05.090 W077.07.32.602
                          N043.14.05.090 W077.07.32.602 N043.14.09.070 W077.07.31.784
                          N043.14.09.070 W077.07.31.784 N043.14.12.719 W077.07.29.466
                          N043.14.12.719 W077.07.29.466 N043.14.15.744 W077.07.25.834
                          N043.14.15.744 W077.07.25.834 N043.14.17.897 W077.07.21.185
                          N043.14.17.897 W077.07.21.185 N043.14.19.005 W077.07.15.894
                          N043.14.19.005 W077.07.15.894 N043.14.18.980 W077.07.10.391
                          N043.14.18.980 W077.07.10.391 N043.14.17.821 W077.07.05.120
                          N043.14.17.821 W077.07.05.120 N043.14.15.624 W077.07.00.510
                          N043.14.15.624 W077.07.00.510 N043.14.12.565 W077.06.56.933
                          N043.14.12.565 W077.06.56.933 N043.14.08.892 W077.06.54.678
                          N043.14.08.892 W077.06.54.678 N043.14.04.907 W077.06.53.931
                          N043.14.00.892 W077.07.40.261 N043.14.02.276 W077.07.32.174
                          N043.14.07.847 W077.06.54.427 N043.14.08.900 W077.06.46.337
                          N043.14.24.448 W077.07.18.546 N043.14.18.860 W077.07.17.112
                          N043.13.51.264 W077.07.09.042 N043.13.44.695 W077.07.07.142
                          N043.10.52.126 W077.54.37.357 N043.10.48.142 W077.54.38.123
                          N043.10.48.142 W077.54.38.123 N043.10.44.476 W077.54.40.394
                          N043.10.44.476 W077.54.40.394 N043.10.41.426 W077.54.43.982
                          N043.10.41.426 W077.54.43.982 N043.10.39.242 W077.54.48.599
                          N043.10.39.242 W077.54.48.599 N043.10.38.097 W077.54.53.870
                          N043.10.38.097 W077.54.53.870 N043.10.38.084 W077.54.59.368
                          N043.10.38.084 W077.54.59.368 N043.10.39.205 W077.55.04.649
                          N043.10.39.205 W077.55.04.649 N043.10.41.370 W077.55.09.282
                          N043.10.41.370 W077.55.09.282 N043.10.44.405 W077.55.12.896
                          N043.10.44.405 W077.55.12.896 N043.10.48.061 W077.55.15.196
                          N043.10.48.061 W077.55.15.196 N043.10.52.042 W077.55.15.995
                          N043.10.52.042 W077.55.15.995 N043.10.56.027 W077.55.15.229
                          N043.10.56.027 W077.55.15.229 N043.10.59.692 W077.55.12.959
                          N043.10.59.692 W077.55.12.959 N043.11.02.740 W077.55.09.371
                          N043.11.02.740 W077.55.09.371 N043.11.04.926 W077.55.04.754
                          N043.11.04.926 W077.55.04.754 N043.11.06.072 W077.54.59.483
                          N043.11.06.072 W077.54.59.483 N043.11.06.084 W077.54.53.982
                          N043.11.06.084 W077.54.53.982 N043.11.04.960 W077.54.48.701
                          N043.11.04.960 W077.54.48.701 N043.11.02.795 W077.54.44.068
                          N043.11.02.795 W077.54.44.068 N043.10.59.761 W077.54.40.454
                          N043.10.59.761 W077.54.40.454 N043.10.56.108 W077.54.38.155
                          N043.10.56.108 W077.54.38.155 N043.10.52.126 W077.54.37.357
                          N043.10.47.792 W077.55.23.592 N043.10.49.229 W077.55.15.532
                          N043.10.55.060 W077.54.37.891 N043.10.56.171 W077.54.29.821
                          N043.11.11.494 W077.55.02.203 N043.11.05.919 W077.55.00.695
                          N043.10.38.378 W077.54.52.276 N043.10.31.823 W077.54.50.293
                          N043.01.54.428 W078.09.44.167 N043.01.50.443 W078.09.44.915
                          N043.01.50.443 W078.09.44.915 N043.01.46.772 W078.09.47.165
                          N043.01.46.772 W078.09.47.165 N043.01.43.716 W078.09.50.732
                          N043.01.43.716 W078.09.50.732 N043.01.41.518 W078.09.55.328
                          N043.01.41.518 W078.09.55.328 N043.01.40.363 W078.10.00.583
                          N043.01.40.363 W078.10.00.583 N043.01.40.338 W078.10.06.068
                          N043.01.40.338 W078.10.06.068 N043.01.41.450 W078.10.11.339
                          N043.01.41.450 W078.10.11.339 N043.01.43.603 W078.10.15.972
                          N043.01.43.603 W078.10.15.972 N043.01.46.629 W078.10.19.588
                          N043.01.46.629 W078.10.19.588 N043.01.50.280 W078.10.21.896
                          N043.01.50.280 W078.10.21.896 N043.01.54.258 W078.10.22.711
                          N043.01.54.258 W078.10.22.711 N043.01.58.247 W078.10.21.963
                          N043.01.58.247 W078.10.21.963 N043.02.01.916 W078.10.19.714
                          N043.02.01.916 W078.10.19.714 N043.02.04.972 W078.10.16.147
                          N043.02.04.972 W078.10.16.147 N043.02.07.170 W078.10.11.550
                          N043.02.07.170 W078.10.11.550 N043.02.08.326 W078.10.06.295
                          N043.02.08.326 W078.10.06.295 N043.02.08.351 W078.10.00.810
                          N043.02.08.351 W078.10.00.810 N043.02.07.240 W078.09.55.537
                          N043.02.07.240 W078.09.55.537 N043.02.05.083 W078.09.50.904
                          N043.02.05.083 W078.09.50.904 N043.02.02.060 W078.09.47.288
                          N043.02.02.060 W078.09.47.288 N043.01.58.409 W078.09.44.980
                          N043.01.58.409 W078.09.44.980 N043.01.54.428 W078.09.44.167
                          N043.01.49.991 W078.10.30.271 N043.01.51.449 W078.10.22.235
                          N043.01.57.364 W078.09.44.711 N043.01.58.490 W078.09.36.665
                          N043.02.13.743 W078.10.09.031 N043.02.08.172 W078.10.07.505
                          N043.01.40.649 W078.09.58.994 N043.01.34.097 W078.09.56.990
                          N043.10.24.953 W078.16.09.365 N043.10.20.967 W078.16.10.109
                          N043.10.20.967 W078.16.10.109 N043.10.17.294 W078.16.12.357
                          N043.10.17.294 W078.16.12.357 N043.10.14.234 W078.16.15.926
                          N043.10.14.234 W078.16.15.926 N043.10.12.034 W078.16.20.530
                          N043.10.12.034 W078.16.20.530 N043.10.10.871 W078.16.25.793
                          N043.10.10.871 W078.16.25.793 N043.10.10.844 W078.16.31.291
                          N043.10.10.844 W078.16.31.291 N043.10.11.949 W078.16.36.578
                          N043.10.11.949 W078.16.36.578 N043.10.14.098 W078.16.41.224
                          N043.10.14.098 W078.16.41.224 N043.10.17.122 W078.16.44.854
                          N043.10.17.122 W078.16.44.854 N043.10.20.768 W078.16.47.174
                          N043.10.20.768 W078.16.47.174 N043.10.24.748 W078.16.47.997
                          N043.10.24.748 W078.16.47.997 N043.10.28.736 W078.16.47.255
                          N043.10.28.736 W078.16.47.255 N043.10.32.407 W078.16.45.008
                          N043.10.32.407 W078.16.45.008 N043.10.35.467 W078.16.41.438
                          N043.10.35.467 W078.16.41.438 N043.10.37.666 W078.16.36.834
                          N043.10.37.666 W078.16.36.834 N043.10.38.830 W078.16.31.568
                          N043.10.38.830 W078.16.31.568 N043.10.38.860 W078.16.26.070
                          N043.10.38.860 W078.16.26.070 N043.10.37.752 W078.16.20.784
                          N043.10.37.752 W078.16.20.784 N043.10.35.603 W078.16.16.138
                          N043.10.35.603 W078.16.16.138 N043.10.32.581 W078.16.12.506
                          N043.10.32.581 W078.16.12.506 N043.10.28.933 W078.16.10.185
                          N043.10.28.933 W078.16.10.185 N043.10.24.953 W078.16.09.365
                          N043.10.20.473 W078.16.55.567 N043.10.21.938 W078.16.47.516
                          N043.10.27.888 W078.16.09.916 N043.10.29.022 W078.16.01.854
                          N043.10.44.243 W078.16.34.320 N043.10.38.672 W078.16.32.783
                          N043.10.11.161 W078.16.24.202 N043.10.04.610 W078.16.22.182
                          N042.34.15.333 W077.42.27.811 N042.34.11.349 W077.42.28.582
                          N042.34.11.349 W077.42.28.582 N042.34.07.688 W077.42.30.842
                          N042.34.07.688 W077.42.30.842 N042.34.04.645 W077.42.34.404
                          N042.34.04.645 W077.42.34.404 N042.34.02.467 W077.42.38.983
                          N042.34.02.467 W077.42.38.983 N042.34.01.329 W077.42.44.206
                          N042.34.01.329 W077.42.44.206 N042.34.01.329 W077.42.49.649
                          N042.34.01.329 W077.42.49.649 N042.34.02.459 W077.42.54.876
                          N042.34.02.459 W077.42.54.876 N042.34.04.632 W077.42.59.456
                          N042.34.04.632 W077.42.59.456 N042.34.07.674 W077.43.03.026
                          N042.34.07.674 W077.43.03.026 N042.34.11.332 W077.43.05.289
                          N042.34.11.332 W077.43.05.289 N042.34.15.317 W077.43.06.068
                          N042.34.15.317 W077.43.06.068 N042.34.19.301 W077.43.05.297
                          N042.34.19.301 W077.43.05.297 N042.34.22.962 W077.43.03.036
                          N042.34.22.962 W077.43.03.036 N042.34.26.005 W077.42.59.475
                          N042.34.26.005 W077.42.59.475 N042.34.28.183 W077.42.54.896
                          N042.34.28.183 W077.42.54.896 N042.34.29.318 W077.42.49.673
                          N042.34.29.318 W077.42.49.673 N042.34.29.322 W077.42.44.227
                          N042.34.29.322 W077.42.44.227 N042.34.28.189 W077.42.39.003
                          N042.34.28.189 W077.42.39.003 N042.34.26.015 W077.42.34.420
                          N042.34.26.015 W077.42.34.420 N042.34.22.976 W077.42.30.853
