PIT TRACON FLOW:          N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 10                  N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N040.08.21.521 W080.47.59.934 N040.07.23.383 W080.48.30.379
                          N040.25.52.365 W079.37.41.061 N040.25.51.424 W079.37.42.056
                          N040.25.51.424 W079.37.42.056 N040.25.50.909 W079.37.43.486
                          N040.25.50.909 W079.37.43.486 N040.25.50.917 W079.37.45.067
                          N040.25.50.917 W079.37.45.067 N040.25.51.450 W079.37.46.486
                          N040.25.51.450 W079.37.46.486 N040.25.52.400 W079.37.47.463
                          N040.25.52.400 W079.37.47.463 N040.25.53.580 W079.37.47.805
                          N040.25.53.580 W079.37.47.805 N040.25.54.756 W079.37.47.442
                          N040.25.54.756 W079.37.47.442 N040.25.55.695 W079.37.46.446
                          N040.25.55.695 W079.37.46.446 N040.25.56.210 W079.37.45.017
                          N040.25.56.210 W079.37.45.017 N040.25.56.202 W079.37.43.436
                          N040.25.56.202 W079.37.43.436 N040.25.55.672 W079.37.42.015
                          N040.25.55.672 W079.37.42.015 N040.25.54.719 W079.37.41.037
                          N040.25.54.719 W079.37.41.037 N040.25.53.541 W079.37.40.698
                          N040.25.55.490 W079.37.41.706 N040.25.52.191 W079.37.40.875
                          N040.25.56.159 W079.37.42.995 N040.25.51.539 W079.37.41.745
                          N040.25.56.163 W079.37.43.857 N040.25.51.214 W079.37.42.610
                          N040.25.56.168 W079.37.44.719 N040.25.50.887 W079.37.43.475
                          N040.25.56.172 W079.37.45.582 N040.25.50.891 W079.37.44.338
                          N040.25.55.519 W079.37.46.451 N040.25.51.228 W079.37.45.629
                          N040.25.54.535 W079.37.47.322 N040.25.51.565 W079.37.46.488
                          N040.26.06.442 W079.37.05.653 N040.26.05.266 W079.37.06.016
                          N040.26.05.266 W079.37.06.016 N040.26.04.325 W079.37.07.012
                          N040.26.04.325 W079.37.07.012 N040.26.03.810 W079.37.08.441
                          N040.26.03.810 W079.37.08.441 N040.26.03.818 W079.37.10.022
                          N040.26.03.818 W079.37.10.022 N040.26.04.351 W079.37.11.443
                          N040.26.04.351 W079.37.11.443 N040.26.05.301 W079.37.12.418
                          N040.26.05.301 W079.37.12.418 N040.26.06.482 W079.37.12.761
                          N040.26.06.482 W079.37.12.761 N040.26.07.658 W079.37.12.398
                          N040.26.07.658 W079.37.12.398 N040.26.08.596 W079.37.11.402
                          N040.26.08.596 W079.37.11.402 N040.26.09.112 W079.37.09.973
                          N040.26.09.112 W079.37.09.973 N040.26.09.103 W079.37.08.391
                          N040.26.09.103 W079.37.08.391 N040.26.08.573 W079.37.06.970
                          N040.26.08.573 W079.37.06.970 N040.26.07.623 W079.37.05.993
                          N040.26.07.623 W079.37.05.993 N040.26.06.442 W079.37.05.653
                          N040.26.08.477 W079.37.06.656 N040.26.05.178 W079.37.05.825
                          N040.26.08.813 W079.37.07.945 N040.26.04.525 W079.37.06.693
                          N040.26.09.150 W079.37.08.804 N040.26.03.869 W079.37.07.561
                          N040.26.09.154 W079.37.09.667 N040.26.03.874 W079.37.08.425
                          N040.26.08.830 W079.37.10.532 N040.26.03.878 W079.37.09.285
                          N040.26.08.505 W079.37.11.399 N040.26.03.886 W079.37.10.581
                          N040.26.07.521 W079.37.12.269 N040.26.04.551 W079.37.11.436
                          N040.26.19.586 W079.36.30.279 N040.26.18.410 W079.36.30.643
                          N040.26.18.410 W079.36.30.643 N040.26.17.469 W079.36.31.638
                          N040.26.17.469 W079.36.31.638 N040.26.16.954 W079.36.33.067
                          N040.26.16.954 W079.36.33.067 N040.26.16.962 W079.36.34.648
                          N040.26.16.962 W079.36.34.648 N040.26.17.495 W079.36.36.070
                          N040.26.17.495 W079.36.36.070 N040.26.18.445 W079.36.37.047
                          N040.26.18.445 W079.36.37.047 N040.26.19.626 W079.36.37.387
                          N040.26.19.626 W079.36.37.387 N040.26.20.802 W079.36.37.024
                          N040.26.20.802 W079.36.37.024 N040.26.21.740 W079.36.36.028
                          N040.26.21.740 W079.36.36.028 N040.26.22.256 W079.36.34.599
                          N040.26.22.256 W079.36.34.599 N040.26.22.247 W079.36.33.015
                          N040.26.22.247 W079.36.33.015 N040.26.21.714 W079.36.31.596
                          N040.26.21.714 W079.36.31.596 N040.26.20.764 W079.36.30.619
                          N040.26.20.764 W079.36.30.619 N040.26.19.586 W079.36.30.279
                          N040.26.21.459 W079.36.31.168 N040.26.18.488 W079.36.30.334
                          N040.26.22.123 W079.36.32.456 N040.26.17.503 W079.36.31.207
                          N040.26.22.460 W079.36.33.315 N040.26.17.179 W079.36.32.072
                          N040.26.22.464 W079.36.34.178 N040.26.16.856 W079.36.32.937
                          N040.26.22.141 W079.36.35.474 N040.26.16.864 W079.36.34.230
                          N040.26.21.484 W079.36.35.911 N040.26.17.197 W079.36.35.090
                          N040.26.20.503 W079.36.36.783 N040.26.17.532 W079.36.35.950
                          N040.26.32.726 W079.35.54.900 N040.26.31.550 W079.35.55.266
                          N040.26.31.550 W079.35.55.266 N040.26.30.609 W079.35.56.261
                          N040.26.30.609 W079.35.56.261 N040.26.30.093 W079.35.57.691
                          N040.26.30.093 W079.35.57.691 N040.26.30.102 W079.35.59.272
                          N040.26.30.102 W079.35.59.272 N040.26.30.635 W079.36.00.693
                          N040.26.30.635 W079.36.00.693 N040.26.31.585 W079.36.01.668
                          N040.26.31.585 W079.36.01.668 N040.26.32.766 W079.36.02.010
                          N040.26.32.766 W079.36.02.010 N040.26.33.942 W079.36.01.647
                          N040.26.33.942 W079.36.01.647 N040.26.34.880 W079.36.00.651
                          N040.26.34.880 W079.36.00.651 N040.26.35.399 W079.35.59.220
                          N040.26.35.399 W079.35.59.220 N040.26.35.390 W079.35.57.639
                          N040.26.35.390 W079.35.57.639 N040.26.34.857 W079.35.56.217
                          N040.26.34.857 W079.35.56.217 N040.26.33.907 W079.35.55.243
                          N040.26.33.907 W079.35.55.243 N040.26.32.726 W079.35.54.900
                          N040.26.34.765 W079.35.55.674 N040.26.31.469 W079.35.55.276
                          N040.26.35.104 W079.35.56.965 N040.26.30.813 W079.35.55.713
                          N040.26.35.438 W079.35.57.824 N040.26.30.157 W079.35.56.583
                          N040.26.35.445 W079.35.59.118 N040.26.30.166 W079.35.57.876
                          N040.26.35.121 W079.35.59.983 N040.26.30.170 W079.35.58.739
                          N040.26.34.794 W079.36.00.417 N040.26.30.174 W079.35.59.601
                          N040.26.33.813 W079.36.01.721 N040.26.30.839 W079.36.00.456
                          N040.26.45.616 W079.35.19.521 N040.26.44.439 W079.35.19.887
                          N040.26.44.439 W079.35.19.887 N040.26.43.502 W079.35.20.883
                          N040.26.43.502 W079.35.20.883 N040.26.42.986 W079.35.22.312
                          N040.26.42.986 W079.35.22.312 N040.26.42.994 W079.35.23.895
                          N040.26.42.994 W079.35.23.895 N040.26.43.527 W079.35.25.314
                          N040.26.43.527 W079.35.25.314 N040.26.44.478 W079.35.26.289
                          N040.26.44.478 W079.35.26.289 N040.26.45.658 W079.35.26.631
                          N040.26.45.658 W079.35.26.631 N040.26.46.834 W079.35.26.268
                          N040.26.46.834 W079.35.26.268 N040.26.47.772 W079.35.25.272
                          N040.26.47.772 W079.35.25.272 N040.26.48.288 W079.35.23.841
                          N040.26.48.288 W079.35.23.841 N040.26.48.279 W079.35.22.260
                          N040.26.48.279 W079.35.22.260 N040.26.47.747 W079.35.20.838
                          N040.26.47.747 W079.35.20.838 N040.26.46.796 W079.35.19.863
                          N040.26.46.796 W079.35.19.863 N040.26.45.616 W079.35.19.521
                          N040.26.47.741 W079.35.20.180 N040.26.44.444 W079.35.19.782
                          N040.26.48.078 W079.35.21.471 N040.26.43.787 W079.35.20.219
                          N040.26.48.415 W079.35.22.761 N040.26.43.135 W079.35.21.520
                          N040.26.48.420 W079.35.23.624 N040.26.42.811 W079.35.22.385
                          N040.26.48.096 W079.35.24.489 N040.26.42.816 W079.35.23.248
                          N040.26.47.771 W079.35.25.354 N040.26.43.151 W079.35.24.107
                          N040.26.46.788 W079.35.26.227 N040.26.43.817 W079.35.25.395
                          N040.26.57.288 W079.34.47.387 N040.26.56.112 W079.34.47.751
                          N040.26.56.112 W079.34.47.751 N040.26.55.171 W079.34.48.747
                          N040.26.55.171 W079.34.48.747 N040.26.54.655 W079.34.50.176
                          N040.26.54.655 W079.34.50.176 N040.26.54.664 W079.34.51.759
                          N040.26.54.664 W079.34.51.759 N040.26.55.197 W079.34.53.178
                          N040.26.55.197 W079.34.53.178 N040.26.56.150 W079.34.54.156
                          N040.26.56.150 W079.34.54.156 N040.26.57.328 W079.34.54.495
                          N040.26.57.328 W079.34.54.495 N040.26.58.504 W079.34.54.132
                          N040.26.58.504 W079.34.54.132 N040.26.59.445 W079.34.53.136
                          N040.26.59.445 W079.34.53.136 N040.26.59.961 W079.34.51.705
                          N040.26.59.961 W079.34.51.705 N040.26.59.952 W079.34.50.124
                          N040.26.59.952 W079.34.50.124 N040.26.59.419 W079.34.48.704
                          N040.26.59.419 W079.34.48.704 N040.26.58.466 W079.34.47.727
                          N040.26.58.466 W079.34.47.727 N040.26.57.288 W079.34.47.387
                          N040.26.59.415 W079.34.48.145 N040.26.56.117 W079.34.47.746
                          N040.26.59.752 W079.34.49.436 N040.26.55.461 W079.34.48.185
                          N040.27.00.085 W079.34.50.294 N040.26.54.808 W079.34.49.055
                          N040.27.00.094 W079.34.51.589 N040.26.54.485 W079.34.50.351
                          N040.26.59.770 W079.34.52.455 N040.26.54.489 W079.34.51.213
                          N040.26.59.442 W079.34.52.888 N040.26.54.825 W079.34.52.073
                          N040.26.58.461 W079.34.54.192 N040.26.55.486 W079.34.52.930
                          N039.59.48.902 W080.18.19.647 N039.59.47.723 W080.18.19.995
                          N039.59.47.723 W080.18.19.995 N039.59.46.777 W080.18.20.974
                          N039.59.46.777 W080.18.20.974 N039.59.46.252 W080.18.22.390
                          N039.59.46.252 W080.18.22.390 N039.59.46.252 W080.18.23.961
                          N039.59.46.252 W080.18.23.961 N039.59.46.777 W080.18.25.377
                          N039.59.46.777 W080.18.25.377 N039.59.47.718 W080.18.26.358
                          N039.59.47.718 W080.18.26.358 N039.59.48.899 W080.18.26.708
                          N039.59.48.899 W080.18.26.708 N039.59.50.075 W080.18.26.358
                          N039.59.50.075 W080.18.26.358 N039.59.51.022 W080.18.25.380
                          N039.59.51.022 W080.18.25.380 N039.59.51.546 W080.18.23.964
                          N039.59.51.546 W080.18.23.964 N039.59.51.546 W080.18.22.393
                          N039.59.51.546 W080.18.22.393 N039.59.51.025 W080.18.20.977
                          N039.59.51.025 W080.18.20.977 N039.59.50.080 W080.18.19.997
                          N039.59.50.080 W080.18.19.997 N039.59.48.902 W080.18.19.647
                          N039.59.50.987 W080.18.20.875 N039.59.47.692 W080.18.19.587
                          N039.59.51.644 W080.18.21.732 N039.59.47.032 W080.18.20.444
                          N039.59.51.644 W080.18.22.589 N039.59.46.703 W080.18.21.299
                          N039.59.51.644 W080.18.23.446 N039.59.46.044 W080.18.22.156
                          N039.59.51.315 W080.18.24.730 N039.59.46.372 W080.18.23.441
                          N039.59.50.655 W080.18.25.587 N039.59.46.372 W080.18.24.298
                          N039.59.49.994 W080.18.26.015 N039.59.46.700 W080.18.25.155
                          N040.00.09.169 W080.18.01.666 N040.00.07.989 W080.18.02.016
                          N040.00.07.989 W080.18.02.016 N040.00.07.046 W080.18.02.996
                          N040.00.07.046 W080.18.02.996 N040.00.06.521 W080.18.04.410
                          N040.00.06.521 W080.18.04.410 N040.00.06.521 W080.18.05.983
                          N040.00.06.521 W080.18.05.983 N040.00.07.042 W080.18.07.399
                          N040.00.07.042 W080.18.07.399 N040.00.07.989 W080.18.08.379
                          N040.00.07.989 W080.18.08.379 N040.00.09.165 W080.18.08.729
                          N040.00.09.165 W080.18.08.729 N040.00.10.345 W080.18.08.379
                          N040.00.10.345 W080.18.08.379 N040.00.11.291 W080.18.07.399
                          N040.00.11.291 W080.18.07.399 N040.00.11.815 W080.18.05.986
                          N040.00.11.815 W080.18.05.986 N040.00.11.816 W080.18.04.413
                          N040.00.11.816 W080.18.04.413 N040.00.11.292 W080.18.02.996
                          N040.00.11.292 W080.18.02.996 N040.00.10.346 W080.18.02.016
                          N040.00.10.346 W080.18.02.016 N040.00.09.169 W080.18.01.666
